company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
Edison International,US,Energy & Utilities,Utilities,Operations / Wildfire Mitigation,SCE AI-powered aerial/drone inspections + computer vision + real-time weather AI for wildfire prevention/grid reliability | CONFIRMED,none,P,,https://www.sce.com/outages-safety/wildfire-safety/wildfire-mitigation-efforts/advanced-technology,missing
Edwards Lifesciences,US,Healthcare & Life Sciences,Health Care,Product / Cardiac Monitoring,"""Acumen"" ML-powered predictive hemodynamic monitoring/decision support; DeviceGuide AI real-time valve-repair guidance (w/ Philips, FDA-cleared) | CONFIRMED",none,P,,https://www.edwards.com/healthcare-professionals/products-services/predictive-monitoring/acumen-suite,missing
Electronic Arts,US,Telecom,Communication Services,Product / Game Development,"AI/ML across game dev (testing, content creation, VFX/textures/physics via Stability AI partnership); CEO: ~60% of dev processes could be impacted",CONFIRMED,~60% of dev processes (CEO claim),S,https://www.ea.com/technology/research/ai-machine-learning,missing
Elevance Health,US,Healthcare & Life Sciences,Health Care,Customer Support / Health Services,"GenAI across member service, provider administration, employee support; personalized care recommendations (AHIP 2026) | CONFIRMED",none,P,,https://www.elevancehealth.com/our-approach-to-health/digitally-enabled-healthcare/how-ai-helps-improve-the-consumer-experience,2026
Emcor,US,Industrial / Machinery,Industrials,—,no confirmed own AI deployment (revenue beneficiary of AI-datacenter mechanical/mission-critical construction) | CLAIMED,none,—,,https://emcorgroup.com/missioncritical,missing
Emerson Electric,US,Industrial / Machinery,Industrials,Product / Industrial AI,"""AspenTech AVA"" agentic domain-aware industrial AI platform + Ovation/Guardian AI-driven advisors for operations | CONFIRMED",none,P,,https://www.emerson.com/en/corporate/news/2026/new-emerson-industrial-ai-platform-delivers-enterprise-scale-ai,2026
Entergy,US,Energy & Utilities,Utilities,Operations / Grid,AiDash AI satellite vegetation management + computer-vision asset inspection + predictive equipment-failure prevention | CONFIRMED,none,P,,https://www.aidash.com/powering-the-future-entergys-pioneering-journey-in-grid-innovation-and-resilience/,missing
EOG Resources,US,Energy & Utilities,Energy,—,no confirmed named deployment (3rd-party analyses cite AI+sensors in drilling strategy; no primary press release) | CLAIMED,none,—,,https://www.smartkarma.com/insights/eog-resources-bets-on-ai-sensors-will-tech-reinvent-its-drilling-strategy,missing
EQT Corporation,US,Energy & Utilities,Energy,Operations / Production,ML/data science + real-time systems + automation across natural-gas production operations | CONFIRMED,none,P,,https://www.poweredbyeqt.com/energy-meets-innovation,missing
Equifax,US,Industrial / Machinery,Industrials,Product / Credit Analytics,"""NeuroDecision"" explainable-AI ML credit scoring (patented, with consumer reason codes) + Equifax Amplify AI | CONFIRMED",none,P,,https://investor.equifax.com/news-events/press-releases/detail/203/equifax-launches-neurodecision-technology,missing
Equinix,US,Real Estate & Construction,Real Estate,Product / AI Infrastructure,"""Fabric Intelligence"" AI-native operational layer (AI agents managing networking) + distributed AI infrastructure ecosystem (2,000+ partners) | CONFIRMED",none,P,,https://investor.equinix.com/news-events/press-releases/detail/1106/equinix-accelerates-enterprise-ai-workloads-with-launch-of,missing
Equity Residential,US,Real Estate & Construction,Real Estate,Customer Support / Leasing,"""Ella"" AI leasing assistant (handled 84% of inbound inquiries; 600K inquiries, 2M responses, 80K+ appointments in 2023) + EliseAI rent collection",CONFIRMED,84% of inbound leasing inquiries,S,https://www.multifamilydive.com/news/equity-residential-avalonbay-udr-artificial-intelligence-centralization-leasing/725923/,2023
Erie Indemnity,US,Financial Services,Financials,Insurance / Operations,Roots Automation AI (claims/underwriting automation) + Hyland Content Innovation Cloud (7M policies); AI claims subrogation/backlog reduction | CONFIRMED,none,P,,https://www.erieinsurance.com/newsroom/press-releases/2024/strategic-ventures-investments,2024
Essex Property Trust,US,Real Estate & Construction,Real Estate,Operations / Analytics,"data/AI for pricing & market analysis per vendor case studies (DataCamp ""24X productivity""); no primary announcement/named AI system | CLAIMED",none,—,,https://www.datacamp.com/business/customer-stories/essex-property-trust,missing
Estée Lauder Companies (The),US,Retail & E-commerce,Consumer Staples,Product Development / Marketing,"240 custom GPTs (OpenAI + Azure OpenAI) for product dev, trend forecasting, consumer marketing; M365 Copilot",CONFIRMED,240 GPTs built,S,https://www.elcompanies.com/en/news-and-media/newsroom/press-releases/2024/04-26-2024,2024
Everest Group,US,Financial Services,Financials,—,"no confirmed deployment found (results conflate with unrelated ""Everest Group"" research firm; no primary reinsurer AI announcement) | CLAIMED",none,—,,https://www.everestgrp.com/the-ai-value-marathon-in-insurance-blog/,missing
Evergy,US,Energy & Utilities,Utilities,Operations / Grid,eSmart Systems AI inspection of entire transmission line system (multi-year partnership) | CONFIRMED,none,P,,https://www.esmartsystems.com/news-and-resources/esmart-systems-partners-with-evergy,missing
Eversource Energy,US,Energy & Utilities,Utilities,Operations / Grid,"""SmartInspect"" cloud AI image-recognition platform for automated grid equipment defect identification | CONFIRMED",none,P,,https://www.eversource.com/residential/about/our-company/investing-in-innovation/smart-inspect,missing
Exelon,US,Energy & Utilities,Utilities,Operations / Grid,AI + autonomous drones in utility field operations (NVIDIA); AI for asset performance/operations unification (VP Calabrese) | CONFIRMED,none,P,,https://www.nvidia.com/en-us/case-studies/exelon/,missing
Expand Energy,US,Energy & Utilities,Energy,Operations / Production,Deploying Baker Hughes Leucipa AI production optimization across gas wells in Marcellus/Utica/Haynesville (multi-year) | CONFIRMED,none,P,,https://www.bakerhughes.com/company/news/baker-hughes-expand-energy-deploy-leucipatm-across-us-natural-gas-fields,missing
Expedia Group,US,Retail & E-commerce,Consumer Discretionary,Product / Travel,"""Romie"" GenAI travel assistant (planning, booking, real-time trip adjustments; OpenAI + in-house models) | CONFIRMED",none,P,,https://www.expedia.com/newsroom/spring-product-release-2024/,2024
Expeditors International,US,Industrial / Machinery,Industrials,Operations / Contract Intelligence,Icertis Contract Intelligence AI (via CloudMoyo) for global operations; AI-driven supply-chain systems | CONFIRMED,none,P,,https://www.prnewswire.com/news-releases/expeditors-powers-innovation-with-cloudmoyo-and-icertis-contract-intelligence,missing
Extra Space Storage,US,Real Estate & Construction,Real Estate,—,"no confirmed own AI deployment found (industry peers like SmartStop cited, not Extra Space itself) | CLAIMED",none,—,,https://www.extraspace.com,missing
ExxonMobil,US,Energy & Utilities,Energy,Operations / Drilling,"AI-powered drilling advisory (closed-loop automation, Guyana) + ML predictive maintenance/oil analysis | CONFIRMED",none,P,,https://corporate.exxonmobil.com/who-we-are/technology-and-collaborations/digital-technologies,missing
"F5, Inc.",US,Technology,Information Technology,Product / AI Security,"""AI Gateway"" to route/secure AI inference traffic + data leak prevention across hybrid multicloud | CONFIRMED",none,P,,https://www.f5.com/company/news/press-releases/f5-ai-gateway-manage-secure-traffic-application-demands,missing
FactSet,US,Financial Services,Financials,Product / Financial Data,"""FactSet Mercury"" GenAI answer engine (LLM) for financial workflows + conversational API | CONFIRMED",none,P,,https://www.factset.com/ai,missing
Fair Isaac,US,Technology,Information Technology,Product / Fraud + Decisioning,FICO Falcon fraud detection AI/ML (used by most US banks) + FICO Platform applied intelligence; Falcon X | CONFIRMED,none,P,,https://www.fico.com/en/fico-falcon-intelligence-network,missing
Fastenal,US,Industrial / Machinery,Industrials,Operations / Sales,"AI-enabled quoting/configuration tools + managed-inventory tech (FASTVend/FASTStock IoT vending) — 3rd-party sourced, AI branding modest | CLAIMED",none,—,,https://distributionstrategy.com/2026/07/fastenal-turns-to-ai-acquisitions-as-next-ceo-takes-over/,2026
Federal Realty Investment Trust,US,Real Estate & Construction,Real Estate,Internal / Strategy,"Named SVP Digital Innovation (Jul 2026) to drive applied AI across leasing/operations/investment — leadership stage, no named production system yet | CLAIMED",none,P,,https://www.prnewswire.com/news-releases/federal-realty-names-paige-pitcher-senior-vice-president-digital-innovation-302815416.html,2026-07
FedEx,US,Industrial / Machinery,Industrials,Operations / Logistics,"""Dataworks"" AI supply-chain intelligence + ""FedEx Surround"" predictive delay/monitoring; AI-powered network transformation to 2029 | CONFIRMED",none,P,,https://www.fedex.com/en-us/dataworks.html,2029
FedEx Freight,US,Industrial / Machinery,Industrials,—,no distinct own AI deployment found (AI initiatives at FedEx parent level; recently spun-off LTL unit has no separate named AI system) | CLAIMED,none,—,,https://logiai.blog/2026/03/24/fedex-network-2-0-transformation-2026/,2026
Fidelity National Information Services,US,Financial Services,Financials,Product / Payments + Fraud,SecurLOCK AI card-fraud detection (Stratyfy) + Anthropic AI agents for bank fraud across thousands of banks | CONFIRMED,none,P,,https://www.fisglobal.com/about-us/media-room/press-release/2024/fis-offers-greater-card-fraud-detection-through-new-artificial-intelligence-collaboration,2024
Fifth Third Bancorp,US,Financial Services,Financials,Financial Services / Fraud,AI-powered fraud prevention/detection (CTO-discussed at American Banker); ModelOps overhaul for AI/analytics | CONFIRMED,none,P,,https://www.53.com/content/fifth-third/en/commercial-banking/treasury-management/risk-management.html,missing
First Solar,US,Technology,Information Technology,Operations / Manufacturing,AI + computer vision/deep learning for automated solar-panel defect detection (Louisiana $1.1B facility); Industry 4.0 AI+IoT | CONFIRMED,none,P,,https://www.firstsolar.com/en/Technology/Manufacturing,missing
FirstEnergy,US,Energy & Utilities,Utilities,Operations / Grid,"AI-equipped cameras on bucket trucks (auto photograph/geolocate poles, identify defects) in OH/PA; ADMS + GIS | CONFIRMED",none,P,,https://www.firstenergycorp.com/newsroom/featured_stories/cameras-with-ai-aim-to-enhance-electric-service-reliability.html,missing
Fiserv,US,Financial Services,Financials,Product / Payments + Fraud,AI/GenAI check-fraud detection; Microsoft AI collaboration to embed AI in platforms; IBM AI for Clover productivity | CONFIRMED,none,P,,https://www.fiserv.com/en/insights/articles-and-blogs/a-new-weapon-against-an-old-form-of-fraud.html,missing
Flex Ltd.,US,Technology,Information Technology,Product / AI Infrastructure,"AI infrastructure platform (modular power/cooling/compute; ~30% faster deployment) + NVIDIA giga-scale ""AI factory"" manufacturing",CONFIRMED,~30% faster deployment (self-claimed),S,https://investors.flex.com/news/news-details/2025/Flex-announces-new-AI-infrastructure-platform-to-speed-deployment-by-up-to-30/default.aspx,2025
Ford Motor Company,US,Retail & E-commerce,Consumer Discretionary,Product / Autonomous Driving,BlueCruise hands-free driver assist + Latitude AI subsidiary (automated driving); AI-driven manufacturing | CONFIRMED,none,P,,https://fromtheroad.ford.com/us/en/articles/2023/ford-establishes-latitude-ai-to-develop-future-automated-driving-technology,2023
Fortinet,US,Technology,Information Technology,Product / Cybersecurity,"""FortiAI"" + FortiAI-Assist agentic AI across Security Fabric (threat detection, SOC automation, LLM/model protection) | CONFIRMED",none,P,,https://www.fortinet.com/products/fortiai-assist,missing
Fortive,US,Industrial / Machinery,Industrials,Product / Operations,"AI/ML incorporated into Fortive Business System + products (Fluke sensor ecosystem, AI-enabled maintenance/asset intelligence) per 10-K | CONFIRMED",none,P,,https://www.stocktitan.net/sec-filings/FTV/10-k-fortive-corp-files-annual-report,missing
Fox Corporation (Class A),US,Telecom,Communication Services,Product / Media Rights,"""Verify"" blockchain platform (w/ Polygon) to authenticate media + license content to AI firms / combat deepfakes — AI-adjacent, not Fox deploying AI in production | CLAIMED",none,P,,https://www.axios.com/2024/01/09/fox-corp-blockchain-platform-ai-licensing-verify,2024
Fox Corporation (Class B),US,Telecom,Communication Services,Product / Media Rights,"Same entity as Class A — ""Verify"" blockchain content-authentication + AI-licensing platform | CLAIMED",none,P,,https://www.axios.com/2024/01/09/fox-corp-blockchain-platform-ai-licensing-verify,2024
Franklin Resources,US,Financial Services,Financials,Internal / Asset Management,"Wand AI multi-year agentic-AI enterprise deployment + ""Intelligence Hub"" AI distribution platform (Microsoft Azure) | CONFIRMED",none,P,,https://investors.franklinresources.com/news-center/press-releases/,missing
Freeport-McMoRan,US,Chemicals & Materials,Materials,Operations / Mining,AI to optimize copper concentrator throughput at mature mines (widely cited AI mining transformation w/ McKinsey); autonomous systems scaling | CONFIRMED,none,P,,https://www.mckinsey.com/capabilities/tech-and-ai/our-insights/freeport-mcmoran-turns-data-into-value,missing
